nro;ubigeo;region;provincia;distrito;centro_poblado;2g;3g;4g;5g;lat;lon
3910;1505130002;LIMA;CAÑETE;SAN ANTONIO;LAS GRAMAS;;;SI;;-12.56703;-76.71587
3911;1505130003;LIMA;CAÑETE;SAN ANTONIO;MALIBU;;SI;;;-12.55703;-76.7145
3912;1505130004;LIMA;CAÑETE;SAN ANTONIO;CANARIAS-LAS LAGUNAS DE PUERTO VIEJO;;;SI;;-12.57273998;-76.70973999
3913;1505130005;LIMA;CAÑETE;SAN ANTONIO;TRES ISLAS;;;SI;;-12.57029;-76.7122
3914;1505130006;LIMA;CAÑETE;SAN ANTONIO;LAS LAGUNAS DE PUERTO VIEJO;;;SI;;-12.57506;-76.70812
3915;1506050009;LIMA;HUARAL;CHANCAY;QUEPE PAMPA;;;SI;;-11.52811;-77.24921
3916;1506050010;LIMA;HUARAL;CHANCAY;MOLINO HOSPITAL;;;SI;;-11.536085;-77.2411
3917;1504050007;LIMA;CANTA;LACHAQUI;CANCAPUCRO;SI;;;;-11.53516167;-76.61667333
3918;1504050012;LIMA;CANTA;LACHAQUI;CARACUANCA;;SI;;;-11.542305;-76.62504667
3919;1504050047;LIMA;CANTA;LACHAQUI;CHAQUEIHUARQUI;;;SI;;-11.53934;-76.62014
3920;1504060001;LIMA;CANTA;SAN BUENAVENTURA;SAN BUENAVENTURA;;;SI;;-11.48929807;-76.66223044
3921;1504060007;LIMA;CANTA;SAN BUENAVENTURA;LUCLE;;;SI;;-11.44773;-76.61899
3922;1504060008;LIMA;CANTA;SAN BUENAVENTURA;SAN MIGUEL;;;SI;;-11.45279629;-76.62477989
3923;1504060009;LIMA;CANTA;SAN BUENAVENTURA;RUMICHACA;;SI;;;-11.457435;-76.62598333
3924;1504060010;LIMA;CANTA;SAN BUENAVENTURA;HUAMANMAYO;;SI;;;-11.46573;-76.63452
3925;1504060018;LIMA;CANTA;SAN BUENAVENTURA;CAMIACOCHA;;;SI;;-11.46854;-76.63522
3926;1504060020;LIMA;CANTA;SAN BUENAVENTURA;LA ARENA;;;SI;;-11.44763667;-76.61907833
3927;1504060021;LIMA;CANTA;SAN BUENAVENTURA;LA BANDA;;;SI;;-11.44963692;-76.61994591
3928;1505040001;LIMA;CAÑETE;CERRO AZUL;CERRO AZUL;;;SI;;-13.02486812;-76.4792328
3929;1505040004;LIMA;CAÑETE;CERRO AZUL;LAS LOMAS DEL MARPUERTO FIEL;;;SI;;-12.94224;-76.50385
3930;1505040005;LIMA;CAÑETE;CERRO AZUL;PUERTO FIEL;;;SI;;-12.94484;-76.50341
3931;1505040006;LIMA;CAÑETE;CERRO AZUL;LA QUEBRADA;;SI;;;-12.95044;-76.50229
3932;1505040007;LIMA;CAÑETE;CERRO AZUL;TALLO SECO;;;SI;;-12.948961;-76.508
3933;1505040008;LIMA;CAÑETE;CERRO AZUL;PUERTO GALLARDO;;SI;;;-12.96185;-76.51002
3934;1505040013;LIMA;CAÑETE;CERRO AZUL;PAMPA DE LOS LOBOS;;SI;;;-13.01256;-76.47883
3935;1505040014;LIMA;CAÑETE;CERRO AZUL;BELLAVISTA;;;SI;;-13.01686;-76.47388
3936;1505040015;LIMA;CAÑETE;CERRO AZUL;SAN JUAN DE IHUANCO;;SI;;;-12.99708;-76.4505
3937;1505040017;LIMA;CAÑETE;CERRO AZUL;CASA BLANCA ( SANTA FE DE VERACRUZ );;SI;;;-13.01782;-76.45522
3938;1505040018;LIMA;CAÑETE;CERRO AZUL;CERRO TINAJERO;;;SI;;-13.02437;-76.46802
3939;1505040020;LIMA;CAÑETE;CERRO AZUL;CERRO AZUL;;;SI;;-13.03546;-76.47052
3940;1505040023;LIMA;CAÑETE;CERRO AZUL;TRANQUERA DE FIERRO;;;SI;;-13.03837;-76.44851
3941;1505040025;LIMA;CAÑETE;CERRO AZUL;EL OLIVAR;;SI;;;-13.04434;-76.47456
3942;1505040027;LIMA;CAÑETE;CERRO AZUL;PUNTA CORRIENTE;;;SI;;-12.95508;-76.5111
3943;1505040028;LIMA;CAÑETE;CERRO AZUL;MIRAFLORES;;SI;;;-13.02491;-76.45652
3944;1505040030;LIMA;CAÑETE;CERRO AZUL;SAN JOSE;;SI;;;-13.01108;-76.45775
3945;1505040031;LIMA;CAÑETE;CERRO AZUL;PLAYA CHECONDE;;SI;;;-12.93763;-76.50455
3946;1505040033;LIMA;CAÑETE;CERRO AZUL;LOS PAJARITOS;;;SI;;-12.92047833;-76.50152
3947;1505040034;LIMA;CAÑETE;CERRO AZUL;CERRO COLORADO;;;SI;;-13.03446;-76.47405
3948;1505040035;LIMA;CAÑETE;CERRO AZUL;LAZARETO BAJO;;;SI;;-13.01916;-76.48103
3949;1505040038;LIMA;CAÑETE;CERRO AZUL;HUACA GRANDE;;;SI;;-13.03059;-76.47466
3950;1505040039;LIMA;CAÑETE;CERRO AZUL;CERRO CALAVERA;;;SI;;-13.03524667;-76.470615
3951;1505040040;LIMA;CAÑETE;CERRO AZUL;LAZARETO ALTO;;SI;;;-13.00961;-76.48413
3952;1505040041;LIMA;CAÑETE;CERRO AZUL;LOS REYES;;;SI;;-13.00587;-76.48713
3953;1505040044;LIMA;CAÑETE;CERRO AZUL;PUERTO FIEL ZONA 02;;;SI;;-12.9507;-76.51033
3954;1505050005;LIMA;CAÑETE;CHILCA;GARITA DE CONTROL;;SI;;;-12.45555333;-76.75378167
3955;1505050009;LIMA;CAÑETE;CHILCA;LOS PILARES;;;SI;;-12.49158;-76.7586
3956;1505050010;LIMA;CAÑETE;CHILCA;EL COLORADO;;SI;;;-12.49405;-76.75142
3957;1505050013;LIMA;CAÑETE;CHILCA;DOÑA JAVIERA;;SI;;;-12.49955;-76.76129
3958;1505130007;LIMA;CAÑETE;SAN ANTONIO;PUERTO VIEJO;;SI;;;-12.57098333;-76.69625667
3959;1505130009;LIMA;CAÑETE;SAN ANTONIO;LAS TERRAZAS DE SAN ANTONIO;;;SI;;-12.6066;-76.67296
3960;1505130010;LIMA;CAÑETE;SAN ANTONIO;CLUB DE REGATAS LIMA;;SI;;;-12.617895;-76.674135
3961;1505130011;LIMA;CAÑETE;SAN ANTONIO;CLUB BOCA LEON;;;SI;;-12.62098;-76.67753
3962;1505130013;LIMA;CAÑETE;SAN ANTONIO;EL BARRANCO;;SI;;;-12.6333;-76.64398
3963;1505130014;LIMA;CAÑETE;SAN ANTONIO;NUEVO SAN ANTONIO;;SI;;;-12.65069667;-76.66477833
3964;1505130015;LIMA;CAÑETE;SAN ANTONIO;LA HUACA;;SI;;;-12.65135;-76.64914
3965;1505130016;LIMA;CAÑETE;SAN ANTONIO;ESQUIVILCA;;SI;;;-12.6535;-76.65046
3966;1505130018;LIMA;CAÑETE;SAN ANTONIO;LA LAGUNA;SI;;;;-12.652555;-76.66464333
3967;1505130020;LIMA;CAÑETE;SAN ANTONIO;PUERTO NUEVO;;;SI;;-12.572736;-76.70973
3968;1505130021;LIMA;CAÑETE;SAN ANTONIO;CERRO LA VIRGEN;;;SI;;-12.63088;-76.67066
3969;1505130022;LIMA;CAÑETE;SAN ANTONIO;EL HUARANGAL;;;SI;;-12.64546;-76.64042
3970;1505130023;LIMA;CAÑETE;SAN ANTONIO;PUENTE SAN ANTONIO;;;SI;;-12.64867833;-76.64550667
3971;1505130024;LIMA;CAÑETE;SAN ANTONIO;LEON DORMIDO;;;SI;;-12.60822;-76.68105
3972;1505130025;LIMA;CAÑETE;SAN ANTONIO;COSTA DEL CAMPO;;;SI;;-12.6406;-76.64601
3973;1505130026;LIMA;CAÑETE;SAN ANTONIO;INMACULADA CONCEPCION;;SI;;;-12.63904;-76.64968
3974;1505140001;LIMA;CAÑETE;SAN LUIS;SAN LUIS;;;SI;;-13.05116186;-76.43054948
3975;1505140008;LIMA;CAÑETE;SAN LUIS;LA QUEBRADA;;;SI;;-13.03953;-76.39462
3976;1505140009;LIMA;CAÑETE;SAN LUIS;LA HUACA;;SI;;;-13.04938;-76.40883
3977;1505140012;LIMA;CAÑETE;SAN LUIS;SAN JUAN DE ARONA;;;SI;;-13.060335;-76.40838
3978;1505140013;LIMA;CAÑETE;SAN LUIS;LOS OLIVOS;;SI;;;-13.05780833;-76.39944833
3979;1505140014;LIMA;CAÑETE;SAN LUIS;SAN PEDRO;;SI;;;-13.06408;-76.44166
3980;1505140033;LIMA;CAÑETE;SAN LUIS;SAN ROQUE;;;SI;;-13.06594;-76.41469
3981;1505140035;LIMA;CAÑETE;SAN LUIS;DON ALFONSO;SI;;;;-13.05825513;-76.4246213
3982;1505140037;LIMA;CAÑETE;SAN LUIS;EL MOLINO;;;SI;;-13.0578;-76.43145
3983;1505140038;LIMA;CAÑETE;SAN LUIS;LA PRIMERA HUACA;;;SI;;-13.03146;-76.40049
3984;1505140041;LIMA;CAÑETE;SAN LUIS;DIVIDIDO(EL PLATANAL);;SI;;;-13.04369;-76.44004
3985;1505140042;LIMA;CAÑETE;SAN LUIS;TAMBO QUEMADO;;SI;;;-13.07058;-76.41138
3986;1505140043;LIMA;CAÑETE;SAN LUIS;DON LUIS;;SI;;;-13.06431;-76.42557
3987;1505140044;LIMA;CAÑETE;SAN LUIS;EL OLIVAR;;SI;;;-13.0465;-76.44207
3988;1505150002;LIMA;CAÑETE;SANTA CRUZ DE FLORES;SANTA ELENA;;SI;;;-12.57399;-76.68916
3989;1505150009;LIMA;CAÑETE;SANTA CRUZ DE FLORES;TRES CRUCES;;SI;;;-12.58268;-76.61871
3990;1505150010;LIMA;CAÑETE;SANTA CRUZ DE FLORES;SAN VICENTE DE ASPITIA;;;SI;;-12.59256;-76.62231
3991;1506050015;LIMA;HUARAL;CHANCAY;28 DE JULIO;;;SI;;-11.54145092;-77.25126254
3992;1506050017;LIMA;HUARAL;CHANCAY;SAN CAYETANO;;SI;;;-11.47096;-77.29913
3993;1506050018;LIMA;HUARAL;CHANCAY;PROVIDENCIA;;SI;;;-11.48619;-77.29596
3994;1506050019;LIMA;HUARAL;CHANCAY;4 DE JUNIO;;;SI;;-11.47616;-77.30888
3995;1506050020;LIMA;HUARAL;CHANCAY;ESTRELLA DE LA MAÑANA;;SI;;;-11.49052;-77.29511
3996;1506050025;LIMA;HUARAL;CHANCAY;PAMPA EL INCA;;;SI;;-11.55102;-77.24037
3997;1506050028;LIMA;HUARAL;CHANCAY;ESI HACIENDA CHANCAYLLO;;SI;;;-11.48072326;-77.30936443
3998;1506050031;LIMA;HUARAL;CHANCAY;SAN PEDRO;;SI;;;-11.491923;-77.31857
3999;1506050033;LIMA;HUARAL;CHANCAY;LIMONCILLO;;SI;;;-11.4845;-77.29877
4000;1506050034;LIMA;HUARAL;CHANCAY;CANDELARIA;;SI;;;-11.49447;-77.29836
4001;1506050037;LIMA;HUARAL;CHANCAY;LAS SALINAS;;SI;;;-11.60198;-77.2465
4002;1508110184;LIMA;HUAURA;SAYAN;AGRAVES;SI;;;;-11.21844;-77.43158333
4003;1508110187;LIMA;HUAURA;SAYAN;MONSERRAT;;;SI;;-11.20963333;-77.30832833
4004;1508110188;LIMA;HUAURA;SAYAN;DOBLE B;SI;;;;-11.20146333;-77.31072333
4005;1507270001;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;COCACHACRA;;;SI;;-11.91155157;-76.53949721
4006;1507270002;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;OSCOLLA;;;SI;;-11.90464;-76.53367
4007;1507270004;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;MASIPA;;;SI;;-11.91927;-76.54281
4008;1507270006;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;RETABLO;;SI;;;-11.92282;-76.54532
4009;1507270007;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;LUCUMO;;SI;;;-11.91921;-76.55464
4010;1508010001;LIMA;HUAURA;HUACHO;HUACHO;;;SI;;-11.10853427;-77.61036817
4011;1508010002;LIMA;HUAURA;HUACHO;HORNILLOS;;SI;;;-11.13936;-77.60443
4012;1508010010;LIMA;HUAURA;HUACHO;PAMPA COLORADA;;SI;;;-11.1306;-77.53718
4013;1508010013;LIMA;HUAURA;HUACHO;PAMPA LLANOS;;;SI;;-11.3977;-77.42676
4014;1508010021;LIMA;HUAURA;HUACHO;PAMPA VINAGRILLO;;SI;;;-11.37604;-77.44034
4015;1508010023;LIMA;HUAURA;HUACHO;SANTA VICTORIA;;SI;;;-11.40225;-77.42247
4016;1508090001;LIMA;HUAURA;SANTA LEONOR;JUCUL;;;SI;;-10.9497;-76.74492
4017;1508090014;LIMA;HUAURA;SANTA LEONOR;SANTA BARBARA;;;SI;;-10.94624985;-76.72725886
4018;1508110190;LIMA;HUAURA;SAYAN;SANTA MARIA;SI;;;;-11.195915;-77.30494333
4019;1508110192;LIMA;HUAURA;SAYAN;ORRANTA LA GRAN CHAPARRAL;;SI;;;-11.20532167;-77.30696833
4020;1508110194;LIMA;HUAURA;SAYAN;EL CORCOBADO;SI;;;;-11.23446;-77.31603833
4021;1508110200;LIMA;HUAURA;SAYAN;LA CRUZ DE ANDAHUASI;;;SI;;-11.1511;-77.21601
4022;1508110202;LIMA;HUAURA;SAYAN;LA ARRINCONADA;;SI;;;-11.21535667;-77.39782667
4023;1508120001;LIMA;HUAURA;VEGUETA;VEGUETA;;;SI;;-11.02332883;-77.64425427
4024;1508120002;LIMA;HUAURA;VEGUETA;LOS VIÑOS;;SI;;;-10.89676;-77.68722
4025;1508120003;LIMA;HUAURA;VEGUETA;SAN JOSE;;SI;;;-10.89683;-77.64938
4026;1508120006;LIMA;HUAURA;VEGUETA;CAMAY;;;SI;;-10.91234;-77.64773
4027;1508120007;LIMA;HUAURA;VEGUETA;EL CARMEN;;;SI;;-10.92016;-77.65589
4028;1508120010;LIMA;HUAURA;VEGUETA;SAN PEDRO;SI;;;;-10.92224333;-77.63964333
4029;1508120011;LIMA;HUAURA;VEGUETA;SANTA ANA;;;SI;;-10.92572;-77.64532
4030;1508120013;LIMA;HUAURA;VEGUETA;SANTA AMELIA;;;SI;;-10.922205;-77.64476
4031;1508120021;LIMA;HUAURA;VEGUETA;SANTA CRUZ (LA CUEVA);;SI;;;-10.945029;-77.64755
4032;1508120039;LIMA;HUAURA;VEGUETA;LOS MEDANOS;;SI;;;-11.00394;-77.64662
4033;1508120040;LIMA;HUAURA;VEGUETA;MIRAMAR ALTO (FLORES DE OLIVO);;;SI;;-11.00183;-77.61353
4034;1508120044;LIMA;HUAURA;VEGUETA;MIRAMAR BAJO;;;SI;;-11.00406;-77.62174
4035;1508120045;LIMA;HUAURA;VEGUETA;SANTA YOLANDA (FUNDO YOLANDA);;;SI;;-11.006636;-77.63741
4036;1508120046;LIMA;HUAURA;VEGUETA;200 MILLAS;;;SI;;-11.00445;-77.64446
4037;1508120048;LIMA;HUAURA;VEGUETA;PACAYAL BAJO;;SI;;;-11.01143;-77.63705
4038;1508120053;LIMA;HUAURA;VEGUETA;OTOÑO;;;SI;;-11.01871;-77.60174
4039;1508120054;LIMA;HUAURA;VEGUETA;LA FLORIDA;;SI;;;-11.02079;-77.61935
4040;1508120056;LIMA;HUAURA;VEGUETA;SAN ISIDRO;;SI;;;-11.01085;-77.64359
4041;1508120062;LIMA;HUAURA;VEGUETA;LA BALANZA;;;SI;;-11.039085;-77.60437
4042;1506050013;LIMA;HUARAL;CHANCAY;TORRE BLANCA;;;SI;;-11.53895487;-77.25786455
4043;1504010001;LIMA;CANTA;CANTA;CANTA;;;SI;;-11.4671756;-76.62446822
4044;1504010026;LIMA;CANTA;CANTA;OBRAJILLO;;;SI;;-11.45217928;-76.62038908
4045;1504010027;LIMA;CANTA;CANTA;LAGUNA;;;SI;;-11.45617;-76.62046
4046;1504060029;LIMA;CANTA;SAN BUENAVENTURA;ACOCHACA;;SI;;;-11.45852;-76.62673
4047;1504070001;LIMA;CANTA;SANTA ROSA DE QUIVES;YANGAS;;;SI;;-11.6954;-76.8466
4048;1505050018;LIMA;CAÑETE;CHILCA;SAN JAVIER;;;SI;;-12.50845;-76.74584
4049;1505150015;LIMA;CAÑETE;SANTA CRUZ DE FLORES;NUEVO SAN ANDRES;;;SI;;-12.59226;-76.66097
4050;1505150016;LIMA;CAÑETE;SANTA CRUZ DE FLORES;EL BARRANCO;;SI;;;-12.62551;-76.64097
4051;1505150018;LIMA;CAÑETE;SANTA CRUZ DE FLORES;OASIS DE SAN ANDRES;;SI;;;-12.58355;-76.67097
4052;1504070020;LIMA;CANTA;SANTA ROSA DE QUIVES;QUIVES;;;SI;;-11.66766121;-76.78743821
4053;1504070028;LIMA;CANTA;SANTA ROSA DE QUIVES;SANTA MARIA;;;SI;;-11.69496;-76.83736
4054;1504070029;LIMA;CANTA;SANTA ROSA DE QUIVES;MAGDALENA;;;SI;;-11.69384333;-76.83759
4055;1504070030;LIMA;CANTA;SANTA ROSA DE QUIVES;PRIETO;;;SI;;-11.69471;-76.84307
4056;1505010001;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;SAN VICENTE DE CAÑETE;;;SI;;-13.07777299;-76.38743892
4057;1505050020;LIMA;CAÑETE;CHILCA;SANTA CECILIA;;;SI;;-12.498424;-76.72163
4058;1505050022;LIMA;CAÑETE;CHILCA;ZEUS (ISLA VERDE);;SI;;;-12.53247167;-76.72485167
4059;1505050024;LIMA;CAÑETE;CHILCA;LAPA LAPA;;SI;;;-12.55695;-76.72773
4060;1505050025;LIMA;CAÑETE;CHILCA;PUNTA ARENAS;;SI;;;-12.55092;-76.71185
4061;1505050026;LIMA;CAÑETE;CHILCA;KM 67;;;SI;;-12.54414;-76.7169
4062;1505050028;LIMA;CAÑETE;CHILCA;CALANGUILLO;;SI;;;-12.54945;-76.71246
4063;1505050033;LIMA;CAÑETE;CHILCA;BEQUETETE;;;SI;;-12.50218;-76.74166
4064;1505050034;LIMA;CAÑETE;CHILCA;EL SOL;;SI;;;-12.49256;-76.74298
4065;1505050035;LIMA;CAÑETE;CHILCA;COOPERATIVA AGRARIA;;SI;;;-12.4886;-76.74008
4066;1505050037;LIMA;CAÑETE;CHILCA;FUNDO SAN PEDRO;;;SI;;-12.478653;-76.74432
4067;1505050038;LIMA;CAÑETE;CHILCA;LA PATITA;;;SI;;-12.462172;-76.74875
4068;1505050041;LIMA;CAÑETE;CHILCA;SALINAS;;;SI;;-12.54354;-76.72764
4069;1505050043;LIMA;CAÑETE;CHILCA;CHACRA BLANCA;;SI;;;-12.49992;-76.75102
4070;1505050046;LIMA;CAÑETE;CHILCA;LOS TILOS;;SI;;;-12.49455;-76.74537
4071;1505050047;LIMA;CAÑETE;CHILCA;EL PROGRESO;;;SI;;-12.49388;-76.7212
4072;1505050048;LIMA;CAÑETE;CHILCA;SAN JAVIER BAJO;;SI;;;-12.50346;-76.75019
4073;1505050050;LIMA;CAÑETE;CHILCA;MAYTA CAPAC;;;SI;;-12.50852;-76.74007
4074;1505050052;LIMA;CAÑETE;CHILCA;LA JOYA;;;SI;;-12.52597;-76.74822
4075;1505050057;LIMA;CAÑETE;CHILCA;ALLAHUAY ASADUNAR;;;SI;;-12.3998;-76.75213
4076;1505050060;LIMA;CAÑETE;CHILCA;PLUSBAC;;SI;;;-12.403;-76.74405
4077;1505070001;LIMA;CAÑETE;IMPERIAL;IMPERIAL;;;SI;;-13.06104534;-76.3529276
4078;1505150019;LIMA;CAÑETE;SANTA CRUZ DE FLORES;PARCELEROS AGRICOLAS DE NUEVO SAN ANDRES;;SI;;;-12.60366;-76.66001
4079;1505150020;LIMA;CAÑETE;SANTA CRUZ DE FLORES;ALTO AZPITIA;;SI;;;-12.57345;-76.61426
4080;1505160002;LIMA;CAÑETE;ZUÑIGA;APOTARA;;SI;;;-12.85848;-76.04251
4081;1506010001;LIMA;HUARAL;HUARAL;HUARAL;;;SI;;-11.4953702;-77.20682103
4082;1506010016;LIMA;HUARAL;HUARAL;CHACRA GRANDE (SANTA ROSA);;;SI;;-11.48189;-77.23135
4083;1506010018;LIMA;HUARAL;HUARAL;RETES;;SI;;;-11.47555899;-77.23006018
4084;1506010024;LIMA;HUARAL;HUARAL;ANDOMAS;;SI;;;-11.47947;-77.18917
4085;1506010025;LIMA;HUARAL;HUARAL;GARCIA ALONZO;;SI;;;-11.478349;-77.19008
4086;1506010026;LIMA;HUARAL;HUARAL;SAN MARTIN DE PORRES;;SI;;;-11.49345797;-77.22321757
4087;1506010027;LIMA;HUARAL;HUARAL;ESQUIVEL;;;SI;;-11.50035;-77.22652
4088;1506010028;LIMA;HUARAL;HUARAL;PUQUIO;;;SI;;-11.51324;-77.23974
4089;1506010029;LIMA;HUARAL;HUARAL;SORPRESA;;;SI;;-11.50960731;-77.22564314
4090;1506010030;LIMA;HUARAL;HUARAL;DONOSO;;SI;;;-11.51733;-77.21696
4091;1506010038;LIMA;HUARAL;HUARAL;UNION OBRERO;;SI;;;-11.50005;-77.19822
4092;1506010039;LIMA;HUARAL;HUARAL;CAMPO GRANDE;SI;;;;-11.49760009;-77.18633712
4093;1506010057;LIMA;HUARAL;HUARAL;LAS CASUARINAS;;SI;;;-11.4676;-77.22324
4094;1506010059;LIMA;HUARAL;HUARAL;LAS DELICIAS;;SI;;;-11.4819;-77.23133
4095;1507050005;LIMA;HUAROCHIRI;CHICLA;CARMEN;;;SI;;-11.66548;-76.2264
4096;1507140002;LIMA;HUAROCHIRI;RICARDO PALMA;SOL Y CAMPO;;SI;;;-11.90979;-76.59578
4097;1507140003;LIMA;HUAROCHIRI;RICARDO PALMA;RANCHITO;;;SI;;-11.91144;-76.5991
4098;1507140004;LIMA;HUAROCHIRI;RICARDO PALMA;CUPICHE (SOL DE CUPICHE);;;SI;;-11.91507718;-76.61357539
4099;1507140005;LIMA;HUAROCHIRI;RICARDO PALMA;NUEVO CUPICHE (SAN JUAN DE CUPICHE);;;SI;;-11.91439455;-76.61063414
4100;1507140006;LIMA;HUAROCHIRI;RICARDO PALMA;CUARENTAIDOS Y MEDIO (LA PASCANA);;;SI;;-11.92315;-76.63097
4101;1507140007;LIMA;HUAROCHIRI;RICARDO PALMA;SUSANA PARODI;;;SI;;-11.92360935;-76.63341011
4102;1508120069;LIMA;HUAURA;VEGUETA;EL ROSARIO;;SI;;;-10.90008;-77.636
4103;1510010001;LIMA;YAUYOS;YAUYOS;YAUYOS;;;SI;;-12.45967704;-75.91868366
4104;1510010032;LIMA;YAUYOS;YAUYOS;ANYAYO;;SI;;;-12.45893;-75.90518
4105;1504010040;LIMA;CANTA;CANTA;INGENIO ALTO;;;SI;;-11.47591;-76.62091
4106;1508100001;LIMA;HUAURA;SANTA MARIA;CRUZ BLANCA;;;SI;;-11.08632981;-77.58704245
4107;1508100004;LIMA;HUAURA;SANTA MARIA;CARHUA CHICO;SI;;;;-11.0819309;-77.51214509
4108;1508100005;LIMA;HUAURA;SANTA MARIA;LOMAS DE ALCANTARILLA;SI;;;;-11.08569892;-77.56290194
4109;1508100007;LIMA;HUAURA;SANTA MARIA;VIRGEN DEL CARMEN;;SI;;;-11.09973;-77.57035
4110;1508100009;LIMA;HUAURA;SANTA MARIA;PAMPA DE ANIMAS;;SI;;;-11.10306;-77.55142
4111;1508100011;LIMA;HUAURA;SANTA MARIA;PAMPA COLORADA;;SI;;;-11.10509;-77.5365
4112;1508100019;LIMA;HUAURA;SANTA MARIA;VALMO;;SI;;;-11.11729;-77.53582
4113;1508100020;LIMA;HUAURA;SANTA MARIA;LA VIÑA;;SI;;;-11.09794;-77.53829
4114;1508100021;LIMA;HUAURA;SANTA MARIA;HUMILDAD Y PACIENCIA;;SI;;;-11.0915;-77.56889
4115;1508100023;LIMA;HUAURA;SANTA MARIA;QUEBRADA DEL COCHINO;;SI;;;-11.11985998;-77.53640999
4116;1508110001;LIMA;HUAURA;SAYAN;SAYAN;;;SI;;-11.13484856;-77.19214245
4117;1508120076;LIMA;HUAURA;VEGUETA;CERRO COLORADO;;SI;;;-11.03451;-77.62239
4118;1508120078;LIMA;HUAURA;VEGUETA;LA RINCONADA;;SI;;;-11.00817667;-77.62612
4119;1508120079;LIMA;HUAURA;VEGUETA;LA UNION;;SI;;;-11.00553333;-77.62268833
4120;1508120080;LIMA;HUAURA;VEGUETA;SANTA FE;;SI;;;-11.01176;-77.64749
4121;1508120091;LIMA;HUAURA;VEGUETA;QUINTA PALMERAS;;SI;;;-11.01925;-77.60125167
4122;1508120096;LIMA;HUAURA;VEGUETA;WIRACOCHA;;;SI;;-11.012698;-77.60693
4123;1508120098;LIMA;HUAURA;VEGUETA;SINCHI 3 L;;SI;;;-10.99959;-77.61174
4124;1509010001;LIMA;OYON;OYON;OYON;;;SI;;-10.66809552;-76.77319669
4125;1509010021;LIMA;OYON;OYON;UCHUCCHACUA;;;SI;;-10.61922;-76.68763
4126;1509010042;LIMA;OYON;OYON;JAPICHACA;;;SI;;-10.67928167;-76.76171333
4127;1504010050;LIMA;CANTA;CANTA;LUCPUCRU;;SI;;;-11.49845;-76.6412
4128;1504010065;LIMA;CANTA;CANTA;CARHUA;;;SI;;-11.5223;-76.64704
4129;1504010075;LIMA;CANTA;CANTA;MUCHACANCHA;;;SI;;-11.46010333;-76.62087667
4130;1504010077;LIMA;CANTA;CANTA;TAMBO DE OBRAJILLO;;;SI;;-11.45092;-76.61711
4131;1504010085;LIMA;CANTA;CANTA;RUCUMA;;SI;;;-11.45927;-76.62014
4132;1504010090;LIMA;CANTA;CANTA;CACHACHO BAJO;;;SI;;-11.47769;-76.62024
4133;1504010100;LIMA;CANTA;CANTA;UCLE;;;SI;;-11.44859;-76.61536
4134;1505010003;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;VALLE HERMOSO-SANTA ROSA;;;SI;;-13.06649;-76.35507
4135;1505010004;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;HUALCARA (ESIPERIMENTAL AGRICOLA);;SI;;;-13.0765;-76.35253
4136;1505010008;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;SANTA ROSA (SANTA ROSA BAJA);;;SI;;-13.09505;-76.39516
4137;1506010064;LIMA;HUARAL;HUARAL;EL TREBOL;;SI;;;-11.49678249;-77.23701271
4138;1506010065;LIMA;HUARAL;HUARAL;JESUS DEL VALLE;;SI;;;-11.51393337;-77.2054451
4139;1506010069;LIMA;HUARAL;HUARAL;SAN FRANCISCO;;SI;;;-11.48324;-77.18524
4140;1505010013;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;ENCAÑADA;;SI;;;-13.10314;-76.38665
4141;1505010018;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;EL OLIVO;;;SI;;-13.13224497;-76.34605297
4142;1505010023;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LUCUMO;;SI;;;-13.11917;-76.33866
4143;1505010025;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LA ESMERALDA;;SI;;;-13.11601;-76.39704
4144;1505010027;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;SANTA TERESA;;SI;;;-13.12313;-76.36679
4145;1505010032;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;DE LA VEGA;;;SI;;-13.12965;-76.34779
4146;1505010033;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;CLARITA;;;SI;;-13.13122;-76.36484
4147;1505010036;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;SAN JUAN;;;SI;;-13.13013;-76.32037
4148;1505010037;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;HERBAY ALTO;;;SI;;-13.13611;-76.34686
4149;1505010039;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LA LAGRIMA;;;SI;;-13.13512;-76.3649
4150;1505010040;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;SANTA ANGELA;;;SI;;-13.13441;-76.36907
