,nro,ubigeo,region,provincia,distrito,centro_poblado,lat,lon,tecnologia
0,1,101010001,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,CHACHAPOYAS,-6.229413511,-77.87249747,4g
1,2,101010012,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,EL MOLINO,-6.2468,-77.8878,3g
2,3,101010013,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,EL ALFALFAR,-6.24399,-77.87915,3g
3,4,102010052,AMAZONAS,BAGUA,BAGUA,PALMIRA,-5.62514,-78.51568,3g
4,5,101190010,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,SANTA ROSA,-6.32837,-77.87634,3g
5,6,101110017,AMAZONAS,CHACHAPOYAS,LEVANTO,HERMITA,-6.30351,-77.89816,3g
6,7,101110024,AMAZONAS,CHACHAPOYAS,LEVANTO,PAULAPAMPA,-6.28782,-77.85266,3g
7,8,101110028,AMAZONAS,CHACHAPOYAS,LEVANTO,YUTAPINA,-6.29583,-77.8768,3g
8,9,101110029,AMAZONAS,CHACHAPOYAS,LEVANTO,SAN PEDRO,-6.29888,-77.88729,3g
9,10,101110030,AMAZONAS,CHACHAPOYAS,LEVANTO,PUYAN,-6.30221,-77.87853,3g
10,11,101110035,AMAZONAS,CHACHAPOYAS,LEVANTO,LLAULLETAN,-6.29687,-77.89509,3g
11,12,101190049,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,CORRALPAMPA,-6.33628,-77.88385,3g
12,13,101190084,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,ISHPINGO,-6.31674,-77.8784,3g
13,14,102010001,AMAZONAS,BAGUA,BAGUA,BAGUA,-5.63911795,-78.53167081,4g
14,15,102060019,AMAZONAS,BAGUA,LA PECA,NUEVA FLORIDA,-5.59945,-78.43934,3g
15,16,102060021,AMAZONAS,BAGUA,LA PECA,MIRAVALLES,-5.5973,-78.44762,3g
16,17,102060022,AMAZONAS,BAGUA,LA PECA,SANTA ROSA,-5.6081,-78.43329,3g
17,18,102010027,AMAZONAS,BAGUA,BAGUA,LAS JUNTAS,-5.64502,-78.55161,3g
18,19,102060001,AMAZONAS,BAGUA,LA PECA,LA PECA,-5.612279477,-78.43731572,4g
19,20,102060038,AMAZONAS,BAGUA,LA PECA,TRANQUILLA,-5.61476,-78.42213,3g
20,21,102060040,AMAZONAS,BAGUA,LA PECA,GUAYAQUIL,-5.63296,-78.43644,3g
21,22,102060041,AMAZONAS,BAGUA,LA PECA,ALMENDRAL,-5.6262,-78.4397,4g
22,23,101110007,AMAZONAS,CHACHAPOYAS,LEVANTO,CUENGUIMIA,-6.30506,-77.90458,3g
23,24,101110008,AMAZONAS,CHACHAPOYAS,LEVANTO,HUILLCA LOMO,-6.2997,-77.88989,3g
24,25,101110009,AMAZONAS,CHACHAPOYAS,LEVANTO,QUILLOCRUZ,-6.311335,-77.894515,3g
25,26,101110010,AMAZONAS,CHACHAPOYAS,LEVANTO,COLLACRUZ,-6.3083,-77.90598,3g
26,27,103050009,AMAZONAS,BONGARA,CUISPES,PIZARRO,-5.89865,-77.95645,3g
27,28,103050010,AMAZONAS,BONGARA,CUISPES,BULUCNA,-5.9116126,-77.93837,3g
28,29,103050011,AMAZONAS,BONGARA,CUISPES,HUARANGOPATA,-5.92024,-77.95074,3g
29,30,103050012,AMAZONAS,BONGARA,CUISPES,GOCMA,-5.90445,-77.93699,3g
30,31,102030004,AMAZONAS,BAGUA,COPALLIN,PALMA CEDRAL,-5.65325,-78.38962,3g
31,32,102030005,AMAZONAS,BAGUA,COPALLIN,LA PALMA,-5.65325,-78.38965,3g
32,33,102030007,AMAZONAS,BAGUA,COPALLIN,MONTE DE LOS OLIVOS,-5.66444,-78.34636,3g
33,34,102030008,AMAZONAS,BAGUA,COPALLIN,SANTA CRUZ DE MOROCHAL,-5.66257,-78.3601,3g
34,35,102030012,AMAZONAS,BAGUA,COPALLIN,LIRIO DE LOS VALLES,-5.67374,-78.36989,3g
35,36,102030018,AMAZONAS,BAGUA,COPALLIN,PAN DE AZUCAR,-5.67062,-78.38848,3g
36,37,102030031,AMAZONAS,BAGUA,COPALLIN,SAN JOSE BAJO,-5.71353,-78.40541,3g
37,38,102040008,AMAZONAS,BAGUA,EL PARCO,SAN JOSE,-5.6379,-78.45721,3g
38,39,103010001,AMAZONAS,BONGARA,JUMBILLA,JUMBILLA,-5.904344496,-77.79813844,4g
39,40,103050013,AMAZONAS,BONGARA,CUISPES,AGUAS CALIENTES,-5.92487,-77.9492,3g
40,41,103050014,AMAZONAS,BONGARA,CUISPES,RAMOS,-5.93428,-77.95966,3g
41,42,103050017,AMAZONAS,BONGARA,CUISPES,MITOPAMPA,-5.93919,-77.96298,4g
42,43,103050018,AMAZONAS,BONGARA,CUISPES,SAN FRANCISCO,-5.94718,-77.95073,3g
43,44,103050021,AMAZONAS,BONGARA,CUISPES,TAYAPAMPA,-5.9142,-77.94886,3g
44,45,103050022,AMAZONAS,BONGARA,CUISPES,POTRERO,-5.91904,-77.94695,3g
45,46,103060001,AMAZONAS,BONGARA,FLORIDA,FLORIDA (POMACOCHAS),-5.826190718,-77.96913887,4g
46,47,103060022,AMAZONAS,BONGARA,FLORIDA,CARRERA,-5.872156667,-77.95622,3g
47,48,103070001,AMAZONAS,BONGARA,JAZAN,PEDRO RUIZ GALLO,-5.949911214,-77.9791927,4g
48,49,103070004,AMAZONAS,BONGARA,JAZAN,BARRIO SALINAS,-5.93417,-77.97782,4g
49,50,103070006,AMAZONAS,BONGARA,JAZAN,NUEVA ESPERANZA,-5.94049,-77.97742,4g
50,51,103070007,AMAZONAS,BONGARA,JAZAN,CHAQUIL,-5.9347382,-77.97297,4g
51,52,103070008,AMAZONAS,BONGARA,JAZAN,SAN JUAN DE TUNI,-5.93691,-77.97191,4g
52,53,103070009,AMAZONAS,BONGARA,JAZAN,SUYUBAMBA,-5.9173,-77.96158,3g
53,54,103070010,AMAZONAS,BONGARA,JAZAN,EL EDEN,-5.9446,-77.97271,4g
54,55,103070016,AMAZONAS,BONGARA,JAZAN,CHOSGON,-5.930331732,-78.00856322,3g
55,56,103070031,AMAZONAS,BONGARA,JAZAN,GOSHCATA,-5.95766,-77.96802,3g
56,57,103070052,AMAZONAS,BONGARA,JAZAN,PEDRO RUIZ,-5.94617,-77.97914,4g
57,58,103070053,AMAZONAS,BONGARA,JAZAN,COSI,-5.94298,-77.96893,4g
58,59,103070054,AMAZONAS,BONGARA,JAZAN,CANCHARHUICO,-5.923787883,-77.96920923,4g
59,60,103090006,AMAZONAS,BONGARA,SAN CARLOS,COMBUCA (COMBOCA),-5.96307,-77.95467,3g
60,61,103090007,AMAZONAS,BONGARA,SAN CARLOS,QUILIMITO,-5.9659,-77.95662,3g
61,62,103090008,AMAZONAS,BONGARA,SAN CARLOS,TAMBILLO,-5.96793,-77.95548,3g
62,63,103090009,AMAZONAS,BONGARA,SAN CARLOS,PALAC,-5.97423,-77.9544,3g
63,64,103090011,AMAZONAS,BONGARA,SAN CARLOS,COCATA,-5.97548,-77.94718,3g
64,65,103090012,AMAZONAS,BONGARA,SAN CARLOS,CURÑURCO,-5.98194,-77.95307,3g
65,66,103090015,AMAZONAS,BONGARA,SAN CARLOS,NUEVA COLOMBIA,-5.95415,-77.95853,3g
66,67,105010011,AMAZONAS,LUYA,LAMUD,CUELON,-6.12383,-77.95778,3g
67,68,105010014,AMAZONAS,LUYA,LAMUD,CUSHPAURCO,-6.13763,-77.96026,3g
68,69,105010015,AMAZONAS,LUYA,LAMUD,CUILLCA,-6.12747,-77.9609,3g
69,70,105010024,AMAZONAS,LUYA,LAMUD,COCHERA,-6.12312,-77.94195,3g
70,71,105010031,AMAZONAS,LUYA,LAMUD,CONVENTO,-6.13527,-77.94298,3g
71,72,105080008,AMAZONAS,LUYA,LONYA CHICO,TINCAS,-6.19772,-77.9208,3g
72,73,105090004,AMAZONAS,LUYA,LUYA,JUISHA,-6.166451667,-77.95563333,3g
73,74,105090006,AMAZONAS,LUYA,LUYA,CORAZON DE JESUS,-6.16795,-77.96912,3g
74,75,105090009,AMAZONAS,LUYA,LUYA,COLMATA,-6.18197,-77.98371,3g
75,76,105090010,AMAZONAS,LUYA,LUYA,EL MOLINO,-6.18333,-77.97133,3g
76,77,105090011,AMAZONAS,LUYA,LUYA,TEJAPATA,-6.17797,-77.94254,3g
77,78,105090012,AMAZONAS,LUYA,LUYA,PORTILLA,-6.15832,-77.94461,4g
78,79,105090013,AMAZONAS,LUYA,LUYA,CHACAPAMPA,-6.16987,-77.94874,4g
79,80,105090014,AMAZONAS,LUYA,LUYA,CUCHA,-6.17359,-77.95366,3g
80,81,105090015,AMAZONAS,LUYA,LUYA,ORATORIO,-6.1627,-77.92979,4g
81,82,106040004,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,COLPA,-6.3995,-77.53183,4g
82,83,106040006,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,NARANJO ALEGRE,-6.40376,-77.5251,4g
83,84,106040007,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,TINTAMURO,-6.40349,-77.5095,4g
84,85,106040009,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,CHAQUIL,-6.40856,-77.51431,4g
85,86,106040010,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,LUCIA,-6.40725,-77.51759,4g
86,87,106040011,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,BATEA CUMBA,-6.40633,-77.5246,4g
87,88,106010001,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,MENDOZA,-6.395966841,-77.48232393,4g
88,89,106010004,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,JUANDIL,-6.39092,-77.49748,4g
89,90,106010006,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,LIMON,-6.39339,-77.4919,4g
90,91,106010008,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,CHOZ,-6.39088,-77.48866,4g
91,92,106010009,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,CARAPUNGO,-6.39484,-77.4878,4g
92,93,106010010,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,POTRERO,-6.38651,-77.47907,4g
93,94,106010011,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,ONCHIC,-6.39675,-77.47664,4g
94,95,106010014,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,HUARMIACO (HUARIMIACO),-6.39611,-77.46883,4g
95,96,106010015,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,PIRHURO (PIRRURO),-6.400045,-77.45225667,2g
96,97,106010018,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,CRUZ PATA,-6.40825,-77.45907,4g
97,98,106010019,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,PARISTA,-6.40233,-77.46004,4g
98,99,106010020,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,SHIPARA,-6.40697,-77.46447,3g
99,100,106010022,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,CHACAPATA,-6.40798,-77.46293,3g
100,101,106010024,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,NUEVA ESPERANZA,-6.412043333,-77.45235,4g
101,102,106010025,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,SAUCE,-6.41342,-77.45778,3g
102,103,106010028,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,CHALHUA IZQUIERDA,-6.41403,-77.44638,4g
103,104,106010043,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,CALZADA,-6.39184,-77.47688,4g
104,105,107010001,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,BAGUA GRANDE,-5.754322725,-78.44198915,4g
105,106,107010008,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,MORERILLA,-5.73836,-78.45578,3g
106,107,107010013,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EL SAUCE,-5.811043949,-78.48094522,4g
107,108,107010014,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LA CRUZ,-5.826999826,-78.4925131,4g
108,109,107010016,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ÑUNYA TEMPLE,-5.81759,-78.30886,3g
109,110,107010017,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LA ESPERANZA (SANTA ELENA),-5.80753,-78.31951,3g
110,111,107010033,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,NOGAL,-5.84536,-78.4602,4g
111,112,107010040,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,LAS MERCEDES,-5.84386,-78.48005,4g
112,113,107010045,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,SEÑOR HUAMANTANGA,-5.840656416,-78.30797397,3g
113,114,107040008,AMAZONAS,UTCUBAMBA,EL MILAGRO,LLIMBO,-5.65924,-78.54402,3g
114,115,107040009,AMAZONAS,UTCUBAMBA,EL MILAGRO,HUARANGOPAMPA,-5.67111,-78.52533,3g
115,116,107050002,AMAZONAS,UTCUBAMBA,JAMALCA,QUEBRADA HONDA,-5.81915,-78.30135,3g
116,117,107050004,AMAZONAS,UTCUBAMBA,JAMALCA,ARENAL,-5.8189,-78.28364,3g
117,118,107050006,AMAZONAS,UTCUBAMBA,JAMALCA,PUERTO PANAMA,-5.82577,-78.27064,3g
118,119,107050016,AMAZONAS,UTCUBAMBA,JAMALCA,GUAYACAN,-5.880501667,-78.23127167,3g
119,120,107010100,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,CORRAL DE PIEDRA,-5.8417,-78.33056,3g
120,121,107020001,AMAZONAS,UTCUBAMBA,CAJARURO,CAJARURO,-5.736050728,-78.42659636,4g
121,122,107020003,AMAZONAS,UTCUBAMBA,CAJARURO,SANTA CRUZ DE MOROCHAL,-5.66258,-78.3604,3g
122,123,106060018,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,SARGENTO,-6.39355,-77.51708,4g
123,124,106070001,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,MARISCAL BENAVIDES,-6.386163508,-77.50440546,3g
124,125,107020013,AMAZONAS,UTCUBAMBA,CAJARURO,MONTE DE LOS OLIVOS,-5.66436,-78.34639,3g
125,126,107020017,AMAZONAS,UTCUBAMBA,CAJARURO,PROGRESO,-5.65537,-78.35549,3g
126,127,107020019,AMAZONAS,UTCUBAMBA,CAJARURO,SANTA CLARA,-5.66272,-78.34817,3g
127,128,107020031,AMAZONAS,UTCUBAMBA,CAJARURO,LA PALMA,-5.65395,-78.38974,3g
128,129,107020044,AMAZONAS,UTCUBAMBA,CAJARURO,LUCERO,-5.70021,-78.33257,3g
129,130,107020045,AMAZONAS,UTCUBAMBA,CAJARURO,EL BALCON,-5.69248,-78.36316,4g
130,131,107020048,AMAZONAS,UTCUBAMBA,CAJARURO,VALENCIA,-5.67596,-78.37815,3g
131,132,107020049,AMAZONAS,UTCUBAMBA,CAJARURO,SAN JOSE BAJO,-5.71365,-78.40506,3g
132,133,107020050,AMAZONAS,UTCUBAMBA,CAJARURO,SEÑOR DE LOS MILAGROS,-5.71846,-78.38597,3g
133,134,107020051,AMAZONAS,UTCUBAMBA,CAJARURO,COCA ENRRIQUE,-5.72505,-78.36592,3g
134,135,107020052,AMAZONAS,UTCUBAMBA,CAJARURO,EL VERTIENTE,-5.70655,-78.3603,3g
135,136,107020053,AMAZONAS,UTCUBAMBA,CAJARURO,SAN VALENTIN,-5.71157,-78.32625,3g
136,137,107020054,AMAZONAS,UTCUBAMBA,CAJARURO,LIMONCITO,-5.7092,-78.34526,3g
137,138,107020071,AMAZONAS,UTCUBAMBA,CAJARURO,CHUNGUINA ALTA,-5.73889,-78.38565,3g
138,139,107020072,AMAZONAS,UTCUBAMBA,CAJARURO,CHIRIACO,-5.73165,-78.43463,3g
139,140,107020074,AMAZONAS,UTCUBAMBA,CAJARURO,NUEVA ZELANDIA,-5.74018,-78.38717,3g
140,141,107020075,AMAZONAS,UTCUBAMBA,CAJARURO,CHUNGUINA BAJA,-5.74681,-78.40568,3g
141,142,107020076,AMAZONAS,UTCUBAMBA,CAJARURO,NARANJOS BAJO,-5.74332,-78.37357,3g
142,143,107020089,AMAZONAS,UTCUBAMBA,CAJARURO,MANDINGAS BAJO,-5.79625,-78.27052,3g
143,144,107020093,AMAZONAS,UTCUBAMBA,CAJARURO,EL CRUCE,-5.74854,-78.42213,3g
144,145,107020094,AMAZONAS,UTCUBAMBA,CAJARURO,PUERTO NUEVO,-5.75719,-78.40983,3g
145,146,107020099,AMAZONAS,UTCUBAMBA,CAJARURO,NARANJITOS ALTO,-5.80378,-78.26099,3g
146,147,107020100,AMAZONAS,UTCUBAMBA,CAJARURO,NARANJITOS,-5.81846,-78.27535,3g
147,148,107020102,AMAZONAS,UTCUBAMBA,CAJARURO,PANAMA,-5.82161,-78.25487,3g
148,149,107020122,AMAZONAS,UTCUBAMBA,CAJARURO,TIGRES PAMPA,-5.82518,-78.23094,3g
149,150,107020123,AMAZONAS,UTCUBAMBA,CAJARURO,HUINGO,-5.83162,-78.24192,3g
150,151,107020139,AMAZONAS,UTCUBAMBA,CAJARURO,SAN FRANCISCO,-5.73966,-78.39778,3g
151,152,201010138,ANCASH,HUARAZ,HUARAZ,COLLPASH,-9.5253,-77.48731,4g
152,153,107050021,AMAZONAS,UTCUBAMBA,JAMALCA,PURURCO,-5.89218,-78.26297,3g
153,154,107050022,AMAZONAS,UTCUBAMBA,JAMALCA,RAMON CASTILLA,-5.906912784,-78.26614625,3g
154,155,201010001,ANCASH,HUARAZ,HUARAZ,HUARAZ,-9.530101525,-77.52895061,4g
155,156,201010009,ANCASH,HUARAZ,HUARAZ,LOS PINOS,-9.52791,-77.51451,4g
156,157,201010014,ANCASH,HUARAZ,HUARAZ,PEDREGAL ALTO (PEDREGAL),-9.5355,-77.52053,4g
157,158,201010016,ANCASH,HUARAZ,HUARAZ,QUERAR,-9.53326,-77.5178,3g
158,159,201010017,ANCASH,HUARAZ,HUARAZ,CHUNA MARA,-9.54267,-77.52205,4g
159,160,201010020,ANCASH,HUARAZ,HUARAZ,MIYURURI,-9.53421,-77.53661,3g
160,161,201010026,ANCASH,HUARAZ,HUARAZ,HUACAPAMPA,-9.53988,-77.53385,3g
161,162,201010156,ANCASH,HUARAZ,HUARAZ,SEÑOR DE MAYO,-9.54367,-77.52622,3g
162,163,201010157,ANCASH,HUARAZ,HUARAZ,BELLA VISTA,-9.542,-77.51868,4g
163,164,201070029,ANCASH,HUARAZ,LA LIBERTAD,KERUSH,-9.63726,-77.76095,3g
164,165,201070033,ANCASH,HUARAZ,LA LIBERTAD,ACAPA,-9.635766667,-77.77808833,2g
165,166,201070038,ANCASH,HUARAZ,LA LIBERTAD,TAYAUCRO,-9.64503,-77.77231,4g
166,167,201070042,ANCASH,HUARAZ,LA LIBERTAD,JONCO,-9.64673,-77.77094,4g
167,168,201070050,ANCASH,HUARAZ,LA LIBERTAD,WINCHUZ,-9.63919,-77.76409,4g
168,169,201070072,ANCASH,HUARAZ,LA LIBERTAD,ULAP (HULAP),-9.61799,-77.74455,4g
169,170,201070073,ANCASH,HUARAZ,LA LIBERTAD,CEBADILLA PAMPA,-9.62038,-77.74278,4g
170,171,201120001,ANCASH,HUARAZ,TARICA,TARICA,-9.393657786,-77.57543061,4g
171,172,201120034,ANCASH,HUARAZ,TARICA,ISHINCA,-9.41555,-77.56474,3g
172,173,201120035,ANCASH,HUARAZ,TARICA,MALLQUI,-9.39214,-77.57097,3g
173,174,202010001,ANCASH,AIJA,AIJA,AIJA,-9.780181305,-77.61048579,4g
174,175,201050040,ANCASH,HUARAZ,INDEPENDENCIA,TISHCO,-9.4936,-77.50458,4g
175,176,201050041,ANCASH,HUARAZ,INDEPENDENCIA,HUACRA HIRCA,-9.49837,-77.5019,3g
176,177,201050049,ANCASH,HUARAZ,INDEPENDENCIA,PUMPAC,-9.50141,-77.5103,3g
177,178,201050054,ANCASH,HUARAZ,INDEPENDENCIA,CACHIPAMPA,-9.50664,-77.49351,4g
178,179,201050055,ANCASH,HUARAZ,INDEPENDENCIA,TUKIPAYOC,-9.51078,-77.4918,4g
179,180,201050056,ANCASH,HUARAZ,INDEPENDENCIA,SHANCAYAN ALTO (SHANCAYAN),-9.51107,-77.51886,4g
180,181,201050059,ANCASH,HUARAZ,INDEPENDENCIA,PICUP,-9.51178,-77.53691,3g
181,182,201050064,ANCASH,HUARAZ,INDEPENDENCIA,MARIAN ALTO (MARIAN),-9.51289,-77.50066,4g
182,183,201050071,ANCASH,HUARAZ,INDEPENDENCIA,UNCHUS,-9.52014,-77.49184,3g
183,184,201050108,ANCASH,HUARAZ,INDEPENDENCIA,COLLANA BAJO,-9.4709,-77.54327,4g
184,185,201050112,ANCASH,HUARAZ,INDEPENDENCIA,OLLUCOYOC,-9.48903,-77.52265,3g
185,186,201090128,ANCASH,HUARAZ,PAMPAS GRANDE,CINCUNA,-9.66833,-77.82403,4g
186,187,201110005,ANCASH,HUARAZ,PIRA,SAN FRANCISCO DE MUQUI,-9.54689,-77.65952,4g
187,188,201110012,ANCASH,HUARAZ,PIRA,SANTA CRUZ,-9.54911,-77.65425,4g
188,189,201110033,ANCASH,HUARAZ,PIRA,MANCAN,-9.561373333,-77.66072333,2g
189,190,201110034,ANCASH,HUARAZ,PIRA,SAN JUAN DE MAQUI,-9.5658,-77.65127,4g
190,191,201050012,ANCASH,HUARAZ,INDEPENDENCIA,APAHUAIN,-9.47118,-77.51931,3g
191,192,201050014,ANCASH,HUARAZ,INDEPENDENCIA,CHICNEY,-9.46116,-77.54579,4g
192,193,201050020,ANCASH,HUARAZ,INDEPENDENCIA,MATCOR,-9.47147,-77.51932,3g
193,194,201050021,ANCASH,HUARAZ,INDEPENDENCIA,SAN MARTIN DE PARIA,-9.477275609,-77.52751647,4g
194,195,201050025,ANCASH,HUARAZ,INDEPENDENCIA,SANTA CASA,-9.48312,-77.54049,3g
195,196,201050027,ANCASH,HUARAZ,INDEPENDENCIA,MARCAC,-9.48612,-77.54191,3g
196,197,201050028,ANCASH,HUARAZ,INDEPENDENCIA,UQUIA,-9.48983,-77.50255,4g
197,198,201050030,ANCASH,HUARAZ,INDEPENDENCIA,CHEQUIO ALTO (CHEQUIO),-9.4882,-77.52862,4g
198,199,201050031,ANCASH,HUARAZ,INDEPENDENCIA,MIRAFLORES,-9.50227,-77.5381,4g
199,200,201050036,ANCASH,HUARAZ,INDEPENDENCIA,SANTA ROSA ALTA,-9.4914,-77.50894,3g
200,201,201050037,ANCASH,HUARAZ,INDEPENDENCIA,JINUA,-9.49568,-77.51456,4g
201,202,201050039,ANCASH,HUARAZ,INDEPENDENCIA,ICHIC RURI,-9.4998398,-77.49906,4g
202,203,201050115,ANCASH,HUARAZ,INDEPENDENCIA,ZEGZE PAMPA,-9.4835,-77.502,3g
203,204,201050119,ANCASH,HUARAZ,INDEPENDENCIA,SHINUA RURI,-9.50422,-77.50073,4g
204,205,201050120,ANCASH,HUARAZ,INDEPENDENCIA,SAN ISIDRO,-9.4794,-77.54616,3g
205,206,201050123,ANCASH,HUARAZ,INDEPENDENCIA,YURACYACU,-9.50517,-77.48662,3g
206,207,201050129,ANCASH,HUARAZ,INDEPENDENCIA,SANTA ROSA BAJA,-9.49339,-77.51817,3g
207,208,201060002,ANCASH,HUARAZ,JANGAS,SANTA ROSA,-9.3943906,-77.58192,3g
208,209,201060032,ANCASH,HUARAZ,JANGAS,CULLUNAYOC,-9.41896,-77.58945,3g
209,210,201070001,ANCASH,HUARAZ,LA LIBERTAD,CAJAMARQUILLA,-9.63292,-77.7416,4g
210,211,201070008,ANCASH,HUARAZ,LA LIBERTAD,CASHO,-9.61322,-77.7466,4g
211,212,201070010,ANCASH,HUARAZ,LA LIBERTAD,CRUZ,-9.61107,-77.74706,4g
212,213,201070015,ANCASH,HUARAZ,LA LIBERTAD,AYAMACHE,-9.62029,-77.74413,3g
213,214,201070019,ANCASH,HUARAZ,LA LIBERTAD,CHINCHELLAC,-9.61898,-77.73715,3g
214,215,201070020,ANCASH,HUARAZ,LA LIBERTAD,TENAJA,-9.620288333,-77.74406167,2g
215,216,203040030,ANCASH,ANTONIO RAYMONDI,CHINGAS,POMABAMBA,-9.12605,-77.03968,3g
216,217,203010001,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,LLAMELLIN,-9.100972334,-77.01681224,4g
217,218,203010024,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,JANAYPAMPA,-9.09481,-77.02199,4g
218,219,203010025,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,MALLALLIN,-9.09455,-77.01503,4g
219,220,203010026,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,PULLO UCRO,-9.0951,-77.01283,4g
220,221,203010027,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,JIRABAMBA,-9.10344,-77.00887,4g
221,222,203010028,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,AJOS UCRO,-9.10347,-77.02175,4g
222,223,203010030,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,CIRCO (SAN FRANCISCO DE CIRCO),-9.10707,-77.02769,4g
223,224,203010031,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,YATACANCHA,-9.105358333,-77.02405167,4g
224,225,203010032,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,TEGUE,-9.10186,-77.00492,4g
225,226,203010033,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,PACHAPAQUI,-9.10816,-77.00418,4g
226,227,203010034,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,HUALLPA MITZIMAN,-9.10851,-77.0116,4g
227,228,203010035,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,CHINCHIMAN,-9.10884,-77.00819,4g
228,229,203010036,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,COLCABAMBA,-9.10931,-76.99594,4g
229,230,203010042,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,SOCOS,-9.10986,-76.99968,3g
230,231,203010043,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,LUCMA,-9.11361,-76.9997,4g
231,232,203010044,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,CHALLHUA,-9.11393,-77.00508,4g
232,233,203010045,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,MULLIGIRCAN,-9.115,-77.00886,4g
233,234,203010046,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,ATAPA,-9.11049,-77.01396,4g
234,235,203010047,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,HUAYTAYOC,-9.10912,-77.0247,4g
235,236,203010048,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,QAQASH,-9.11205,-77.02932,4g
236,237,203010050,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,LLEGLLISH,-9.11326,-77.03507,4g
237,238,203010055,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,OCSHOPUQUIO,-9.10493,-77.02403,4g
238,239,203010057,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,HUANTU,-9.10056,-77.00673,4g
239,240,203040002,ANCASH,ANTONIO RAYMONDI,CHINGAS,TARAJIRCAN,-9.11572,-76.99963,4g
240,241,203040004,ANCASH,ANTONIO RAYMONDI,CHINGAS,RANCHAC,-9.1181,-77.00653,4g
241,242,203040005,ANCASH,ANTONIO RAYMONDI,CHINGAS,ANCHAC,-9.11827,-77.00944,4g
