,nro,ubigeo,region,provincia,distrito,centro_poblado,lat,lon,tecnologia
5194,5193,2207010051,SAN MARTIN,PICOTA,PICOTA,EL NARANJAL,-6.9343389,-76.32338,3g
5195,5194,2207010055,SAN MARTIN,PICOTA,PICOTA,BELLO HORIZONTE,-6.9400891,-76.3231,3g
5196,5195,2207010057,SAN MARTIN,PICOTA,PICOTA,LAS FLORES,-6.9417857,-76.32347,3g
5197,5196,2207010061,SAN MARTIN,PICOTA,PICOTA,SANTA ELENA,-6.9498561,-76.32622,3g
5198,5197,2207010063,SAN MARTIN,PICOTA,PICOTA,EL BOCON,-6.94006,-76.31693,3g
5199,5198,2207010066,SAN MARTIN,PICOTA,PICOTA,SANTA MONICA,-6.94173,-76.31643,3g
5200,5199,2209030019,SAN MARTIN,SAN MARTIN,CACATACHI,SANTA ISABEL,-6.4601,-76.43166,3g
5201,5200,2209030021,SAN MARTIN,SAN MARTIN,CACATACHI,SANTA CRUZ,-6.47362,-76.46194,3g
5202,5201,2209030022,SAN MARTIN,SAN MARTIN,CACATACHI,LA MARGINAL,-6.46258,-76.43927,3g
5203,5202,2209030024,SAN MARTIN,SAN MARTIN,CACATACHI,MISHQUIYACU,-6.46254,-76.42913,3g
5204,5203,2209030025,SAN MARTIN,SAN MARTIN,CACATACHI,ROSANAICO,-6.474099529,-76.43336293,3g
5205,5204,2209030027,SAN MARTIN,SAN MARTIN,CACATACHI,EL HUASCARAN,-6.4845,-76.46194,3g
5206,5205,2111040038,PUNO,SAN ROMAN,CARACOTO,HUARACHANI ACCOPATA,-15.53768,-70.09767,4g
5207,5206,2109010001,PUNO,MOHO,MOHO,MOHO,-15.36038093,-69.49980361,4g
5208,5207,2208010001,SAN MARTIN,RIOJA,RIOJA,RIOJA,-6.062578559,-77.16786297,4g
5209,5208,2208010013,SAN MARTIN,RIOJA,RIOJA,MOENA,-6.041136449,-77.15072563,3g
5210,5209,2208010014,SAN MARTIN,RIOJA,RIOJA,TONCHIMA,-6.0535594,-77.15252,3g
5211,5210,2208010015,SAN MARTIN,RIOJA,RIOJA,EL TROCE,-6.06205,-77.15835167,3g
5212,5211,2209030029,SAN MARTIN,SAN MARTIN,CACATACHI,SAN JOSE DE LA LLANURA,-6.47442,-76.45394,3g
5213,5212,2209030030,SAN MARTIN,SAN MARTIN,CACATACHI,MARONILLA 2,-6.46278,-76.42393,3g
5214,5213,2209030033,SAN MARTIN,SAN MARTIN,CACATACHI,LA UNION,-6.46785,-76.4524,4g
5215,5214,2209030038,SAN MARTIN,SAN MARTIN,CACATACHI,MOLINO PACIFICO(ESI CAPO),-6.46322,-76.43752,3g
5216,5215,2209030039,SAN MARTIN,SAN MARTIN,CACATACHI,FUNDO DE LA U.N.S.M.(JUNTO AL MOLINO),-6.46712,-76.43943,3g
5217,5216,2209030040,SAN MARTIN,SAN MARTIN,CACATACHI,LA CURVA ESI SAN JUAN,-6.462096667,-76.44194667,3g
5218,5217,2209030041,SAN MARTIN,SAN MARTIN,CACATACHI,SAN SILVESTRE(ESI RANCHO),-6.46183,-76.43606,3g
5219,5218,2209030042,SAN MARTIN,SAN MARTIN,CACATACHI,SAN JULIO(ESI SANTA CRUZ),-6.47397,-76.46219,3g
5220,5219,2209040001,SAN MARTIN,SAN MARTIN,CHAZUTA,CHAZUTA,-6.573687411,-76.13766301,4g
5221,5220,2111040048,PUNO,SAN ROMAN,CARACOTO,CHIJLLA PUJRO II,-15.56635,-70.08396,4g
5222,5221,2111040053,PUNO,SAN ROMAN,CARACOTO,QUIMSA MOCCO,-15.5814,-70.1065,4g
5223,5222,2111040095,PUNO,SAN ROMAN,CARACOTO,ACCOPATA,-15.55666,-70.08954,3g
5224,5223,2112010001,PUNO,SANDIA,SANDIA,SANDIA,-14.3223159,-69.46565814,4g
5225,5224,2202010050,SAN MARTIN,BELLAVISTA,BELLAVISTA,LA CAMPIÑA,-7.04255,-76.58257,3g
5226,5225,2202010051,SAN MARTIN,BELLAVISTA,BELLAVISTA,BAÑOS,-7.03378,-76.60081,3g
5227,5226,2110010001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,PUTINA,-14.91403358,-69.86890958,4g
5228,5227,2110010004,PUNO,SAN ANTONIO DE PUTINA,PUTINA,CHIJOS,-14.70299,-69.75677,4g
5229,5228,2201010030,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,PUEBLO LIBRE,-5.875902461,-77.12159855,4g
5230,5229,2202010060,SAN MARTIN,BELLAVISTA,BELLAVISTA,PORVENIR,-7.05329,-76.56503,4g
5231,5230,2202010062,SAN MARTIN,BELLAVISTA,BELLAVISTA,CERRO VERDE,-7.04281,-76.53797,3g
5232,5231,2202010063,SAN MARTIN,BELLAVISTA,BELLAVISTA,FERNANDO BELAUNDE TERRY,-7.0436,-76.56614,3g
5233,5232,2206010119,SAN MARTIN,MARISCAL CACERES,JUANJUI,JAUJA,-7.1611374,-76.71238,4g
5234,5233,2202060051,SAN MARTIN,BELLAVISTA,SAN RAFAEL,EL TESORO,-7.01329,-76.45965,4g
5235,5234,2202060052,SAN MARTIN,BELLAVISTA,SAN RAFAEL,SANTA MONICA,-7.0181132,-76.46246,3g
5236,5235,2202060056,SAN MARTIN,BELLAVISTA,SAN RAFAEL,CRISTOBAL,-7.02186,-76.47373,4g
5237,5236,2202060064,SAN MARTIN,BELLAVISTA,SAN RAFAEL,VIRGEN DE LA PUERTA,-7.0240293,-76.46303,3g
5238,5237,2203010001,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,SAN JOSE DE SISA,-6.613696728,-76.69501529,4g
5239,5238,2203010006,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,HUANCABAMBA,-6.56741,-76.68638889,2g
5240,5239,2203010017,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,TANGARANA,-6.623484485,-76.69862253,3g
5241,5240,2203010024,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,MARAY,-6.66132129,-76.68056986,3g
5242,5241,2203010031,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,EL DORADO,-6.6236,-76.70248,3g
5243,5242,2203010032,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,SECTOR LETICIA,-6.61119,-76.69251,4g
5244,5243,2207010069,SAN MARTIN,PICOTA,PICOTA,LOS ALPES,-6.9239615,-76.36286,3g
5245,5244,2207010072,SAN MARTIN,PICOTA,PICOTA,SANTA MIGUELINA,-6.9255074,-76.35763,3g
5246,5245,2207010073,SAN MARTIN,PICOTA,PICOTA,VISTA HERMOSA,-6.92877,-76.3512,3g
5247,5246,2207010079,SAN MARTIN,PICOTA,PICOTA,NUEVA ESPERANZA,-6.9309182,-76.34695,3g
5248,5247,2207010081,SAN MARTIN,PICOTA,PICOTA,MONTENA,-6.9098984,-76.33203,3g
5249,5248,2207010082,SAN MARTIN,PICOTA,PICOTA,SAN CARLOS,-6.9021836,-76.3341,3g
5250,5249,2207010083,SAN MARTIN,PICOTA,PICOTA,IMPISA 1,-6.89982,-76.33639,3g
5251,5250,2207010084,SAN MARTIN,PICOTA,PICOTA,IMPISA 2,-6.89369,-76.33839,3g
5252,5251,2207010086,SAN MARTIN,PICOTA,PICOTA,HUERTO DEL EDEN,-6.92498,-76.3449,3g
5253,5252,2207010087,SAN MARTIN,PICOTA,PICOTA,LOS ANGELES,-6.9277324,-76.34132,3g
5254,5253,2113010002,PUNO,YUNGUYO,YUNGUYO,KASANI,-16.22995324,-69.09151615,3g
5255,5254,2113010021,PUNO,YUNGUYO,YUNGUYO,PUQUIRE,-16.23621,-69.07903,3g
5256,5255,2113010023,PUNO,YUNGUYO,YUNGUYO,CHALLAPAMPA,-16.24993,-69.11898,3g
5257,5256,2113010024,PUNO,YUNGUYO,YUNGUYO,NUEVA AMERICA,-16.24489,-69.10606,3g
5258,5257,2113010028,PUNO,YUNGUYO,YUNGUYO,BOLOGNESI,-16.2538,-69.1103,3g
5259,5258,2113010029,PUNO,YUNGUYO,YUNGUYO,SAN JUAN DE MIRAFLORES,-16.25111,-69.11033,3g
5260,5259,2113010030,PUNO,YUNGUYO,YUNGUYO,SAN MARTIN,-16.25866,-69.10608,3g
5261,5260,2201010039,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,LA LIBERTAD DE HUASCAYACU,-5.881316348,-77.10302211,3g
5262,5261,2201010048,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,SAPOTE,-5.937003168,-77.03025108,3g
5263,5262,2201010049,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,LOS ANGELES,-5.929125593,-77.01505482,3g
5264,5263,2201010050,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,LAS MALVINAS,-5.90752996,-77.02000214,3g
5265,5264,2201010071,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,NUEVO PROGRESO,-6.019701968,-76.93296442,3g
5266,5265,2201010073,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,MARONA,-6.069294439,-76.91328251,3g
5267,5266,2205060006,SAN MARTIN,LAMAS,PINTO RECODO,SANTA ANITA,-6.079892843,-76.87569685,3g
5268,5267,2205060007,SAN MARTIN,LAMAS,PINTO RECODO,PALMERAS DE MIRAMAYO,-6.089623194,-76.85193711,4g
5269,5268,2209080001,SAN MARTIN,SAN MARTIN,JUAN GUERRA,JUAN GUERRA,-6.58361372,-76.3307734,4g
5270,5269,2209080003,SAN MARTIN,SAN MARTIN,JUAN GUERRA,SHATUYACU,-6.57283,-76.3096,3g
5271,5270,2209080004,SAN MARTIN,SAN MARTIN,JUAN GUERRA,TAPESA,-6.5738788,-76.33547,3g
5272,5271,2207010088,SAN MARTIN,PICOTA,PICOTA,EL RECREO VERDE,-6.9265293,-76.33452,3g
5273,5272,2207010089,SAN MARTIN,PICOTA,PICOTA,RECREO B,-6.9278262,-76.32499,3g
5274,5273,2207010090,SAN MARTIN,PICOTA,PICOTA,SANTA GRACIELA,-6.94215,-76.32432,3g
5275,5274,2207010091,SAN MARTIN,PICOTA,PICOTA,EL CACAHUAL,-6.9500409,-76.33443,3g
5276,5275,2207010092,SAN MARTIN,PICOTA,PICOTA,EL PAJILLAL,-6.9461543,-76.31654,3g
5277,5276,2207010093,SAN MARTIN,PICOTA,PICOTA,SAN WILKES,-6.9549,-76.32822,3g
5278,5277,2207010094,SAN MARTIN,PICOTA,PICOTA,SANTA INES,-6.9519863,-76.32266,3g
5279,5278,2207010095,SAN MARTIN,PICOTA,PICOTA,LAS DELICIAS,-6.9536387,-76.29895,3g
5280,5279,2207010096,SAN MARTIN,PICOTA,PICOTA,PUEBLO ALEGRE,-6.94206,-76.30202,3g
5281,5280,2207010097,SAN MARTIN,PICOTA,PICOTA,BERDEA JOY,-6.9564569,-76.31304,3g
5282,5281,2207010098,SAN MARTIN,PICOTA,PICOTA,ATAHUALPA,-6.9305273,-76.3284,3g
5283,5282,2207010099,SAN MARTIN,PICOTA,PICOTA,PARAISO,-6.9032968,-76.30025,3g
5284,5283,2207010100,SAN MARTIN,PICOTA,PICOTA,LA UNION,-6.91318,-76.32581,3g
5285,5284,2207010101,SAN MARTIN,PICOTA,PICOTA,SANTA BEATRIZ,-6.94362,-76.32311,3g
5286,5285,2207010102,SAN MARTIN,PICOTA,PICOTA,SANTA ESPERANZA,-6.9342363,-76.3265,3g
5287,5286,2207010104,SAN MARTIN,PICOTA,PICOTA,VICTORIA,-6.9541347,-76.3253,3g
5288,5287,2207010105,SAN MARTIN,PICOTA,PICOTA,VILLAVICENCIO 'A',-6.9171543,-76.31112,3g
5289,5288,2207010106,SAN MARTIN,PICOTA,PICOTA,VILLAVICENCIO 'B',-6.92337,-76.31116,3g
5290,5289,2207010107,SAN MARTIN,PICOTA,PICOTA,PACASMAYO 'B',-6.9219902,-76.32035,3g
5291,5290,2207010108,SAN MARTIN,PICOTA,PICOTA,MONCLARA 'A',-6.93182,-76.31885,3g
5292,5291,2207010109,SAN MARTIN,PICOTA,PICOTA,MONCLARA 'B',-6.9233242,-76.31433,3g
5293,5292,2207010110,SAN MARTIN,PICOTA,PICOTA,MONCLARA 'C',-6.9235703,-76.30258,3g
5294,5293,2207010111,SAN MARTIN,PICOTA,PICOTA,RECREO A,-6.93495,-76.31765,3g
5295,5294,2207010112,SAN MARTIN,PICOTA,PICOTA,VENCEDOR,-6.94466,-76.31718,3g
5296,5295,2207010113,SAN MARTIN,PICOTA,PICOTA,SAN LUIS,-6.9396503,-76.30813,3g
5297,5296,2109010032,PUNO,MOHO,MOHO,TRAPICHE,-15.343,-69.51659,4g
5298,5297,2109010033,PUNO,MOHO,MOHO,CACHUATA MALLCUSUCA,-15.32859,-69.49941,4g
5299,5298,2204050010,SAN MARTIN,HUALLAGA,SACANCHE,BERLIN,-7.061,-76.71886,3g
5300,5299,2205060013,SAN MARTIN,LAMAS,PINTO RECODO,LA LIBERTAD DEL BAJO MAYO,-6.108408883,-76.83711183,3g
5301,5300,2205060019,SAN MARTIN,LAMAS,PINTO RECODO,BETANIA,-6.171045081,-76.82650987,4g
5302,5301,2205060026,SAN MARTIN,LAMAS,PINTO RECODO,CHURUZAPA,-6.350266686,-76.62889546,3g
5303,5302,2205060027,SAN MARTIN,LAMAS,PINTO RECODO,MISHQUILLAQUILLO DE SHAPUMBA,-6.35304257,-76.61166465,4g
5304,5303,2205060048,SAN MARTIN,LAMAS,PINTO RECODO,NUEVO HORIZONTE,-6.137526667,-76.83437667,4g
5305,5304,2205060050,SAN MARTIN,LAMAS,PINTO RECODO,PAMPA SACHA,-6.357442925,-76.60721694,3g
5306,5305,2209080006,SAN MARTIN,SAN MARTIN,JUAN GUERRA,URITO HUASI,-6.5827694,-76.34209,3g
5307,5306,2209080007,SAN MARTIN,SAN MARTIN,JUAN GUERRA,ILDEFONSO,-6.5768808,-76.32169,3g
5308,5307,2209080009,SAN MARTIN,SAN MARTIN,JUAN GUERRA,ARCE,-6.58639,-76.30643,3g
5309,5308,2209080010,SAN MARTIN,SAN MARTIN,JUAN GUERRA,EL PORVENIR,-6.59103,-76.31703,3g
5310,5309,2209080011,SAN MARTIN,SAN MARTIN,JUAN GUERRA,PUERTO TINGANA,-6.5971703,-76.32914,3g
5311,5310,2209080012,SAN MARTIN,SAN MARTIN,JUAN GUERRA,LAZO,-6.60607,-76.31376,3g
5312,5311,2209080032,SAN MARTIN,SAN MARTIN,JUAN GUERRA,LOPEZ,-6.5806879,-76.31786,4g
5313,5312,2209080034,SAN MARTIN,SAN MARTIN,JUAN GUERRA,FONDE BOSQUE,-6.5710273,-76.3527,3g
5314,5313,2209090016,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,CHONTAMUYO,-6.515869212,-76.35472819,3g
5315,5314,2209090022,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,PAMPAS DE SANANGUILLO,-6.493069573,-76.33176759,3g
5316,5315,2209090026,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,CIUDAD SATELITE,-6.484503998,-76.34719334,4g
5317,5316,2112010026,PUNO,SANDIA,SANDIA,HUAYLLABAMBA,-14.31717,-69.45779,4g
5318,5317,2109010043,PUNO,MOHO,MOHO,KASANI,-15.35202,-69.5007,4g
5319,5318,2109010044,PUNO,MOHO,MOHO,CHIASI,-15.34621,-69.51213,4g
5320,5319,2109010045,PUNO,MOHO,MOHO,MILLIMILLI,-15.35502,-69.50904,4g
5321,5320,2109010050,PUNO,MOHO,MOHO,AIRISANE (AIRISANI),-15.36695,-69.49223,4g
5322,5321,2208020009,SAN MARTIN,RIOJA,AWAJUN,SHAMPUYACU,-5.796738673,-77.39164843,3g
5323,5322,2208020010,SAN MARTIN,RIOJA,AWAJUN,ALTO NARANJILLO,-5.812348402,-77.41003689,3g
5324,5323,2208030001,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,SEGUNDA JERUSALENAZUNGUILLO,-5.987926719,-77.27813102,4g
5325,5324,2208030002,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,SAN PEDRO,-5.976005628,-77.29004702,3g
5326,5325,2208030004,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,VALLE GRANDE,-5.971102658,-77.25190792,3g
5327,5326,2208030005,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,NUEVO AMAZONAS,-5.98971,-77.262385,2g
5328,5327,2208040001,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,NUEVA CAJAMARCA,-5.940776984,-77.30934095,4g
5329,5328,2208040002,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,NARANJILLO,-5.805280266,-77.39645881,4g
5330,5329,2208040003,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,ANGAIZA,-5.812778323,-77.38979997,3g
5331,5330,2208040004,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,VISTA ALEGRE,-5.829963267,-77.39704175,3g
5332,5331,2110010028,PUNO,SAN ANTONIO DE PUTINA,PUTINA,SAN MARTIN,-14.91222,-69.89219,4g
5333,5332,2110010030,PUNO,SAN ANTONIO DE PUTINA,PUTINA,CALA CRUZ,-14.92186,-69.87345,4g
5334,5333,2110010034,PUNO,SAN ANTONIO DE PUTINA,PUTINA,CORAYA GRANDE,-14.93447,-69.88506,4g
5335,5334,2210010077,SAN MARTIN,TOCACHE,TOCACHE,SANTO CRISTO,-8.201452297,-76.52359667,3g
5336,5335,2210020010,SAN MARTIN,TOCACHE,NUEVO PROGRESO,MANTECA,-8.42466,-76.32596,4g
5337,5336,2111010001,PUNO,SAN ROMAN,JULIACA,JULIACA,-15.49323616,-70.13558495,4g
5338,5337,2110020001,PUNO,SAN ANTONIO DE PUTINA,ANANEA,ANANEA,-14.67849953,-69.53507286,3g
5339,5338,2110020002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,CERRO LUNAR DE ORO,-14.62391,-69.44957,4g
5340,5339,2110020003,PUNO,SAN ANTONIO DE PUTINA,ANANEA,LA RINCONADA ANA MARIA (LA RINCONADA),-14.63431889,-69.44701589,4g
5341,5340,2110020020,PUNO,SAN ANTONIO DE PUTINA,ANANEA,SANTA ROSA,-14.68418,-69.54271,4g
5342,5341,2110020048,PUNO,SAN ANTONIO DE PUTINA,ANANEA,CHAQUIMINAS,-14.67662,-69.55423,3g
5343,5342,2110020050,PUNO,SAN ANTONIO DE PUTINA,ANANEA,COCHAPAMPA,-14.66745,-69.5132,3g
5344,5343,2111010030,PUNO,SAN ROMAN,JULIACA,PARCIALIDAD AVIACION,-15.47229,-70.15658,4g
5345,5344,2111050018,PUNO,SAN ROMAN,SAN MIGUEL,ESCURI CORIHUATA,-15.4629,-70.13149,4g
5346,5345,2111010032,PUNO,SAN ROMAN,JULIACA,CHILLA,-15.49991,-70.10654,4g
5347,5346,2111010033,PUNO,SAN ROMAN,JULIACA,ACCOMOCCO,-15.48563,-70.10485,4g
5348,5347,2111010044,PUNO,SAN ROMAN,JULIACA,PAMPA TAPARACHI,-15.52541,-70.11168,4g
5349,5348,2203030001,SAN MARTIN,EL DORADO,SAN MARTIN,SAN MARTIN,-6.514084754,-76.74081008,4g
5350,5349,2203030027,SAN MARTIN,EL DORADO,SAN MARTIN,REATEGUI,-6.514770171,-76.73091706,3g
5351,5350,2207030003,SAN MARTIN,PICOTA,CASPISAPA,SAN ANTONIO,-6.923101739,-76.38203233,3g
5352,5351,2201010110,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,METOYACU,-6.023128901,-76.94002796,3g
5353,5352,2201020005,SAN MARTIN,MOYOBAMBA,CALZADA,PONASAPA,-6.02997,-77.11439,3g
5354,5353,2201020006,SAN MARTIN,MOYOBAMBA,CALZADA,SAN JUAN DE TANGUMI,-6.041717425,-77.13291652,3g
5355,5354,2201030001,SAN MARTIN,MOYOBAMBA,HABANA,HABANA,-6.080209866,-77.09161996,4g
5356,5355,2201030002,SAN MARTIN,MOYOBAMBA,HABANA,SHICA,-6.06172,-77.14003,3g
5357,5356,2201040001,SAN MARTIN,MOYOBAMBA,JEPELACIO,JEPELACIO,-6.107909247,-76.91507581,4g
5358,5357,2201040008,SAN MARTIN,MOYOBAMBA,JEPELACIO,ALTO JERILLO,-6.116868007,-76.86581388,3g
5359,5358,2201040009,SAN MARTIN,MOYOBAMBA,JEPELACIO,JERILLO,-6.111272818,-76.84998002,4g
5360,5359,2201040010,SAN MARTIN,MOYOBAMBA,JEPELACIO,NUEVA ALIANZA (CARACHUPA),-6.127015599,-76.84383011,4g
5361,5360,2201040011,SAN MARTIN,MOYOBAMBA,JEPELACIO,EL TRIUNFO,-6.138557972,-76.8415963,4g
5362,5361,2201040015,SAN MARTIN,MOYOBAMBA,JEPELACIO,SAN MIGUEL LA MARGINAL,-6.149057133,-76.84100593,4g
5363,5362,2205090002,SAN MARTIN,LAMAS,SHANAO,CHUMBAQUIHUI,-6.37501658,-76.5849064,3g
5364,5363,2301110017,TACNA,TACNA,LA YARADA LOS PALOS,LA CURVA,-18.22392,-70.53674,3g
5365,5364,2301110021,TACNA,TACNA,LA YARADA LOS PALOS,SAN PEDRO Y SAN PABLO,-18.2349,-70.53016,3g
5366,5365,2301110022,TACNA,TACNA,LA YARADA LOS PALOS,LAS PALMERAS,-18.22217,-70.53105,3g
5367,5366,2301110016,TACNA,TACNA,LA YARADA LOS PALOS,COLLASUYO,-18.22566,-70.53043,3g
5368,5367,2301110026,TACNA,TACNA,LA YARADA LOS PALOS,FRONTERA LOS PALOS,-18.29256,-70.43341,3g
5369,5368,2301110028,TACNA,TACNA,LA YARADA LOS PALOS,KULAUTA,-18.29701161,-70.44355042,2g
5370,5369,2301110033,TACNA,TACNA,LA YARADA LOS PALOS,LAS LAGUNAS,-18.26778,-70.40828,3g
5371,5370,2301110034,TACNA,TACNA,LA YARADA LOS PALOS,18 DE MAYO,-18.28283166,-70.39980881,2g
5372,5371,2301110052,TACNA,TACNA,LA YARADA LOS PALOS,AGROFORINCA,-18.30125,-70.33039,3g
5373,5372,2501020018,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,SANTA TERESITA,-8.46169,-74.79306,3g
5374,5373,2501020020,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,ALTO MANANTAY,-8.47073,-74.78615,3g
5375,5374,2501020025,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,LOS PINOS,-8.495858874,-74.83526191,3g
5376,5375,2501020028,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,PIMENTAL,-8.522505,-74.805595,3g
5377,5376,2501020048,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,NUEVO SAN JORGE,-8.63198,-74.94505,3g
5378,5377,2303010014,TACNA,JORGE BASADRE,LOCUMBA,CONOSTOCO,-17.60554,-70.75182,4g
5379,5378,2303010015,TACNA,JORGE BASADRE,LOCUMBA,GRANDE,-17.61546,-70.77199,4g
5380,5379,2303010017,TACNA,JORGE BASADRE,LOCUMBA,PIÑAPA,-17.62713,-70.78841,4g
5381,5380,2501020049,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,SAIS PACHACUTEC,-8.6555,-74.94835,3g
5382,5381,2501020051,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,LA FRONTERA,-8.646208664,-74.96132058,4g
5383,5382,2501020053,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,ABEJAICO,-8.66295,-74.93816,3g
5384,5383,2501020074,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,PIMIENTACOCHA,-8.47295,-74.79351,3g
5385,5384,2301110020,TACNA,TACNA,LA YARADA LOS PALOS,10 DE MAYO,-18.22194,-70.49964,3g
5386,5385,2301110013,TACNA,TACNA,LA YARADA LOS PALOS,AGROMAR CERRO MORENO,-18.21811,-70.55343,3g
5387,5386,2301110014,TACNA,TACNA,LA YARADA LOS PALOS,AGRO CURVA DEL PACIFICO,-18.22563,-70.54033,3g
5388,5387,2301110044,TACNA,TACNA,LA YARADA LOS PALOS,PEDREGAL,-18.27062,-70.32399,3g
5389,5388,2301110035,TACNA,TACNA,LA YARADA LOS PALOS,PERU POSIBLE,-18.26707,-70.40336,3g
5390,5389,2301020003,TACNA,TACNA,ALTO DE LA ALIANZA,JORGE BASADRE,-17.993318,-70.26424,3g
5391,5390,2301020005,TACNA,TACNA,ALTO DE LA ALIANZA,ALTO TACNA,-17.96885,-70.25502,4g
5392,5391,2301020006,TACNA,TACNA,ALTO DE LA ALIANZA,EL PARAISO,-17.96075,-70.25772,3g
5393,5392,2301020007,TACNA,TACNA,ALTO DE LA ALIANZA,HUAYNA ROQUE,-17.97596,-70.25274,4g
5394,5393,2301020010,TACNA,TACNA,ALTO DE LA ALIANZA,ALTO PATA,-17.97295,-70.25732,4g
5395,5394,2301020012,TACNA,TACNA,ALTO DE LA ALIANZA,LAS VEGAS,-17.98062,-70.25482,4g
5396,5395,2301020014,TACNA,TACNA,ALTO DE LA ALIANZA,ALTO SANTA CRUZ,-17.989797,-70.25951,3g
5397,5396,2301020015,TACNA,TACNA,ALTO DE LA ALIANZA,SAN CRISTOBAL,-17.978522,-70.24892,3g
5398,5397,2301020017,TACNA,TACNA,ALTO DE LA ALIANZA,ALTO CALIFORNIA,-17.9837,-70.25847,4g
5399,5398,2301020018,TACNA,TACNA,ALTO DE LA ALIANZA,SAN FERNANDO,-17.978635,-70.25745,4g
5400,5399,2301030010,TACNA,TACNA,CALANA,SANTA RITA,-17.97618,-70.1961,3g
5401,5400,2301030014,TACNA,TACNA,CALANA,VILLA PACIFICO,-17.982761,-70.194209,3g
5402,5401,2301030020,TACNA,TACNA,CALANA,CASA HUERTA SANTA RITA,-17.98042,-70.20043,4g
5403,5402,2301040001,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,-17.98191685,-70.23814432,4g
5404,5403,2301040005,TACNA,TACNA,CIUDAD NUEVA,EL TREBOL,-17.9622065,-70.2543984,2g
5405,5404,2301040007,TACNA,TACNA,CIUDAD NUEVA,NUEVO AMANECER I,-17.96434,-70.25382,3g
5406,5405,2304010001,TACNA,TARATA,TARATA,TARATA,-17.47506132,-70.03187546,4g
5407,5406,2301050011,TACNA,TACNA,INCLAN,SECTOR LA BANDA,-17.781833,-70.482143,4g
5408,5407,2301050013,TACNA,TACNA,INCLAN,POQUERA LA BANDA,-17.80689,-70.49339,4g
5409,5408,2301050019,TACNA,TACNA,INCLAN,PROTER SAMA,-17.77874,-70.49121,4g
5410,5409,2301050021,TACNA,TACNA,INCLAN,BRISAS DEL TITICACA,-17.78544,-70.49728,4g
5411,5410,2503010001,UCAYALI,PADRE ABAD,PADRE ABAD,AGUAYTIA,-9.037815366,-75.50667484,4g
5412,5411,2503060001,UCAYALI,PADRE ABAD,PADRE ABAD,HUIPOCA,-8.9787,-75.44497,4g
5413,5412,2503010017,UCAYALI,PADRE ABAD,PADRE ABAD,LLANTA BLANCA,-8.97597,-75.43161,4g
5414,5413,2503010022,UCAYALI,PADRE ABAD,PADRE ABAD,HUACAMAYO,-8.99391,-75.45604,3g
5415,5414,2503010030,UCAYALI,PADRE ABAD,PADRE ABAD,MARIELA,-9.05438,-75.53401,4g
5416,5415,2503010068,UCAYALI,PADRE ABAD,PADRE ABAD,ALTO HUIPOCA,-8.98105,-75.4419,4g
5417,5416,2503010096,UCAYALI,PADRE ABAD,PADRE ABAD,PANDISHAL,-8.979123865,-75.42541017,4g
5418,5417,2301080005,TACNA,TACNA,POCOLLAY,VILAUTA,-17.98584,-70.21942,3g
5419,5418,2301080006,TACNA,TACNA,POCOLLAY,ALTO POCOLLAY,-17.98918,-70.21437,4g
5420,5419,2301080009,TACNA,TACNA,POCOLLAY,MANCO CAPAC,-17.98372,-70.20989,3g
5421,5420,2301080010,TACNA,TACNA,POCOLLAY,NUEVA SANTA RITA,-17.99154,-70.19989,4g
